drug_1,drug_2,label
DB00615,DB00655,1
DB00794,DB01244,1
DB00655,DB01174,1
DB00656,DB01174,1
DB00193,DB00252,1
DB00344,DB00794,1
DB00346,DB00794,1
DB00312,DB00568,1
DB00343,DB00794,1
DB00252,DB00755,1
DB00788,DB01174,1
DB00252,DB00751,1
DB01045,DB01236,1
DB00252,DB00753,1
DB00783,DB01174,1
DB01045,DB05039,1
DB00252,DB00758,1
DB00784,DB01174,1
DB00203,DB01045,1
DB00270,DB00607,1
DB00201,DB01045,1
DB00204,DB01045,1
DB00208,DB01045,1
DB00564,DB00907,1
DB00564,DB00906,1
DB01355,DB04743,1
DB00252,DB00339,1
DB00615,DB00768,1
DB00564,DB09166,1
DB00564,DB09167,1
DB00252,DB00289,1
DB00615,DB04930,1
DB00252,DB00615,1
DB00250,DB00615,1
DB00665,DB01045,1
DB00252,DB00571,1
DB00615,DB00783,1
DB00312,DB00564,1
DB00794,DB06738,1
DB00312,DB01708,1
DB00849,DB01045,1
DB00518,DB01045,1
DB00845,DB01045,1
DB00514,DB01045,1
DB00252,DB01393,1
DB00252,DB01392,1
DB00843,DB01045,1
DB00842,DB01045,1
DB00615,DB01192,1
DB00758,DB00794,1
DB00688,DB01045,1
DB00753,DB00794,1
DB00751,DB00794,1
DB00683,DB01045,1
DB00682,DB01045,1
DB00755,DB00794,1
DB00564,DB00863,1
DB00199,DB00794,1
DB00433,DB00615,1
DB00418,DB06712,1
DB00193,DB00794,1
DB00252,DB00373,1
DB00673,DB01029,1
DB00252,DB01029,1
DB00252,DB01028,1
DB00312,DB00814,1
DB00607,DB01054,1
DB00615,DB01173,1
DB00862,DB01174,1
DB00864,DB01174,1
DB00312,DB01149,1
DB00869,DB01174,1
DB00312,DB13179,1
DB00469,DB00673,1
DB00327,DB00615,1
DB01154,DB06712,1
DB00321,DB00615,1
DB00794,DB00872,1
DB00252,DB01151,1
DB00312,DB00724,1
DB01355,DB06712,1
DB00451,DB01223,1
DB01045,DB01215,1
DB01154,DB04743,1
DB00615,DB00925,1
DB00615,DB00921,1
DB00312,DB01392,1
DB00458,DB01154,1
DB00607,DB04841,1
DB01351,DB09238,1
DB00571,DB00794,1
DB00570,DB00794,1
DB00575,DB00794,1
DB00615,DB06203,1
DB00564,DB00696,1
DB00564,DB00691,1
DB00564,DB00690,1
DB00281,DB00418,1
DB00285,DB00418,1
DB00252,DB00540,1
DB00418,DB01028,1
DB01174,DB01253,1
DB00983,DB01045,1
DB00418,DB00514,1
DB00252,DB00612,1
DB00564,DB00602,1
DB00889,DB01174,1
DB00564,DB00604,1
DB00884,DB01174,1
DB00248,DB00615,1
DB01154,DB09238,1
DB00404,DB00794,1
DB00402,DB00794,1
DB00401,DB00794,1
DB00726,DB00849,1
DB00564,DB01559,1
DB00615,DB08918,1
DB00312,DB00367,1
DB00418,DB01244,1
DB00599,DB00726,1
DB00252,DB00969,1
DB01045,DB08827,1
DB00418,DB00608,1
DB01045,DB01216,1
DB00615,DB06777,1
DB00418,DB00604,1
DB00615,DB06772,1
DB00312,DB00708,1
DB00312,DB00706,1
DB00418,DB01142,1
DB00564,DB00772,1
DB00312,DB00700,1
DB00312,DB00701,1
DB00396,DB00564,1
DB00390,DB00564,1
DB00393,DB00564,1
DB00794,DB01029,1
DB00615,DB06016,1
DB00153,DB00564,1
DB00794,DB01023,1
DB01015,DB01045,1
DB00312,DB00969,1
DB00418,DB00468,1
DB00418,DB00469,1
DB00312,DB01072,1
DB00794,DB00997,1
DB00794,DB00991,1
DB00418,DB00943,1
DB00607,DB00996,1
DB00266,DB00418,1
DB01174,DB06016,1
DB00554,DB00564,1
DB00252,DB08906,1
DB00252,DB00402,1
DB01174,DB01229,1
DB00266,DB01174,1
DB00564,DB05541,1
DB00543,DB00849,1
DB00540,DB00849,1
DB00564,DB00628,1
DB00794,DB01114,1
DB00418,DB01029,1
DB00472,DB01045,1
DB00794,DB01110,1
DB00312,DB06710,1
DB00418,DB06738,1
DB00980,DB01220,1
DB00252,DB06736,1
DB00469,DB01174,1
DB00252,DB06738,1
DB00475,DB01045,1
DB00477,DB01045,1
DB00471,DB01045,1
DB01174,DB01223,1
DB00418,DB00641,1
DB01174,DB01221,1
DB01174,DB01227,1
DB00647,DB01174,1
DB00316,DB01174,1
DB00643,DB01174,1
DB00641,DB01174,1
DB00318,DB01174,1
DB00794,DB01236,1
DB00379,DB00794,1
DB00615,DB01261,1
DB00673,DB01120,1
DB00564,DB00997,1
DB00799,DB01174,1
DB00796,DB01174,1
DB00564,DB00570,1
DB00213,DB01045,1
DB00216,DB01045,1
DB00564,DB00571,1
DB00312,DB09166,1
DB00266,DB01351,1
DB00370,DB00615,1
DB00252,DB00320,1
DB01136,DB01174,1
DB00794,DB01587,1
DB01132,DB01174,1
DB01131,DB01174,1
DB00615,DB00701,1
DB00794,DB01589,1
DB00794,DB01588,1
DB01138,DB01174,1
DB00615,DB01085,1
DB00615,DB01087,1
DB00312,DB09396,1
DB00849,DB01142,1
DB00564,DB05381,1
DB00458,DB01355,1
DB00794,DB00864,1
DB00674,DB01045,1
DB00675,DB01045,1
DB00679,DB01045,1
DB00673,DB06725,1
DB00794,DB01097,1
DB00850,DB01045,1
DB00502,DB01045,1
DB00748,DB00794,1
DB00749,DB00794,1
DB01174,DB01355,1
DB00312,DB01087,1
DB00694,DB01045,1
DB00696,DB01045,1
DB00744,DB00794,1
DB00745,DB00794,1
DB00615,DB01098,1
DB00564,DB05039,1
DB00418,DB01183,1
DB00312,DB01142,1
DB00180,DB00794,1
DB01045,DB01274,1
DB00184,DB00794,1
DB00185,DB00794,1
DB00136,DB00615,1
DB00673,DB01050,1
DB00794,DB00912,1
DB00615,DB00683,1
DB00312,DB01621,1
DB00252,DB01036,1
DB00252,DB01037,1
DB00607,DB01023,1
DB00252,DB01039,1
DB00312,DB01156,1
DB00312,DB01159,1
DB00794,DB00836,1
DB00252,DB00327,1
DB00615,DB00738,1
DB00356,DB00615,1
DB00252,DB01142,1
DB00358,DB00615,1
DB00312,DB00751,1
DB00252,DB00637,1
DB00252,DB01587,1
DB00607,DB06694,1
DB00673,DB00870,1
DB00615,DB00918,1
DB00252,DB00850,1
DB00252,DB00768,1
DB00615,DB00912,1
DB00615,DB00916,1
DB01045,DB01179,1
DB00312,DB01216,1
DB01174,DB06702,1
DB00673,DB00988,1
DB00567,DB00794,1
DB00568,DB00794,1
DB00673,DB00983,1
DB00794,DB00906,1
DB00564,DB06403,1
DB00418,DB01097,1
DB01045,DB09262,1
DB01045,DB06203,1
DB01045,DB06204,1
DB00564,DB00870,1
DB00252,DB00264,1
DB00321,DB01351,1
DB00458,DB00599,1
DB00312,DB01103,1
DB00312,DB01236,1
DB00673,DB03756,1
DB00564,DB00943,1
DB00175,DB00312,1
DB00312,DB05381,1
DB00564,DB06710,1
DB00412,DB00794,1
DB00312,DB00318,1
DB00312,DB00358,1
DB00312,DB00604,1
DB00312,DB00602,1
DB00615,DB01174,1
DB00312,DB00608,1
DB00794,DB01085,1
DB00356,DB01045,1
DB00794,DB01215,1
DB00499,DB00564,1
DB00281,DB00312,1
DB00280,DB00312,1
DB00497,DB00564,1
DB00496,DB00564,1
DB00312,DB00778,1
DB01045,DB01227,1
DB00564,DB00701,1
DB00252,DB06710,1
DB01045,DB01222,1
DB00564,DB00706,1
DB00418,DB00812,1
DB00564,DB00822,1
DB00418,DB00818,1
DB01006,DB01045,1
DB00312,DB00912,1
DB01002,DB01045,1
DB00312,DB00916,1
DB01009,DB01045,1
DB00418,DB00495,1
DB01174,DB01241,1
DB00673,DB06268,1
DB00252,DB00812,1
DB00794,DB00983,1
DB00794,DB00980,1
DB00418,DB00701,1
DB00373,DB00564,1
DB00615,DB08906,1
DB00250,DB00418,1
DB00794,DB00988,1
DB00252,DB00418,1
DB00564,DB00835,1
DB00418,DB00969,1
DB00564,DB00836,1
DB00234,DB00564,1
DB00231,DB00564,1
DB00312,DB00637,1
DB00252,DB00602,1
DB00252,DB00938,1
DB00252,DB00604,1
DB00615,DB09166,1
DB00289,DB01045,1
DB00418,DB01036,1
DB00252,DB06700,1
DB00794,DB00907,1
DB01174,DB01220,1
DB00312,DB00514,1
DB00412,DB01174,1
DB00252,DB09396,1
DB00193,DB01045,1
DB00440,DB01045,1
DB00252,DB00546,1
DB00312,DB06700,1
DB00446,DB01045,1
DB00448,DB01045,1
DB00199,DB01045,1
DB01045,DB01131,1
DB00794,DB00904,1
DB01174,DB01236,1
DB00321,DB01174,1
DB00320,DB01174,1
DB00637,DB01174,1
DB00324,DB01174,1
DB00327,DB01174,1
DB00175,DB00564,1
DB00328,DB01174,1
DB00794,DB01222,1
DB00794,DB01223,1
DB00252,DB12332,1
DB00615,DB06207,1
DB00252,DB00778,1
DB01045,DB05541,1
DB00564,DB00612,1
DB00252,DB00772,1
DB00564,DB00567,1
DB00312,DB06016,1
DB00794,DB05039,1
DB00312,DB01544,1
DB00153,DB00252,1
DB01124,DB01174,1
DB00673,DB00784,1
DB01126,DB01174,1
DB00794,DB01591,1
DB01120,DB01174,1
DB00564,DB00980,1
DB00749,DB01174,1
DB00748,DB01174,1
DB00745,DB01174,1
DB00744,DB01174,1
DB01128,DB01174,1
DB01129,DB01174,1
DB00231,DB00615,1
DB01223,DB01583,1
DB00234,DB00615,1
DB00252,DB00554,1
DB00252,DB01559,1
DB00312,DB01431,1
DB00252,DB00469,1
DB00312,DB01435,1
DB00564,DB08922,1
DB00615,DB00778,1
DB00252,DB01222,1
DB00252,DB00943,1
DB00564,DB04930,1
DB00794,DB01240,1
DB00794,DB08881,1
DB00772,DB00794,1
DB00252,DB01227,1
DB00778,DB00794,1
DB00177,DB00794,1
DB00175,DB00794,1
DB01045,DB06777,1
DB00615,DB00696,1
DB00266,DB00673,1
DB00615,DB00694,1
DB00615,DB00690,1
DB01045,DB06016,1
DB00227,DB01045,1
DB00997,DB01045,1
DB01045,DB04946,1
DB00564,DB06216,1
DB01045,DB03756,1
DB00418,DB06736,1
DB00564,DB04920,1
DB00312,DB04574,1
DB00564,DB01192,1
DB00607,DB04920,1
DB00343,DB00615,1
DB00346,DB00615,1
DB00252,DB00448,1
DB00615,DB01392,1
DB01045,DB09078,1
DB00615,DB00906,1
DB00615,DB00907,1
DB00615,DB00904,1
DB00615,DB01393,1
DB00615,DB00909,1
DB01174,DB06595,1
DB00559,DB00794,1
DB00794,DB00918,1
DB00554,DB00794,1
DB00599,DB01074,1
DB01045,DB06148,1
DB00794,DB00796,1
DB01045,DB06144,1
DB00313,DB00673,1
DB00418,DB00884,1
DB00279,DB00651,1
DB01151,DB01154,1
DB00564,DB06335,1
DB00316,DB01351,1
DB00794,DB00822,1
DB01045,DB06725,1
DB00543,DB01154,1
DB00540,DB01154,1
DB00252,DB00869,1
DB00418,DB01151,1
DB00564,DB06268,1
DB00420,DB00794,1
DB00426,DB00794,1
DB00312,DB00346,1
DB01154,DB09167,1
DB00312,DB00343,1
DB00312,DB00612,1
DB00398,DB00418,1
DB00312,DB00589,1
DB00564,DB01198,1
DB00396,DB00418,1
DB00312,DB00624,1
DB00091,DB01154,1
DB00615,DB00688,1
DB00481,DB00564,1
DB00482,DB00564,1
DB00294,DB00312,1
DB00295,DB00312,1
DB00312,DB00768,1
DB00324,DB00794,1
DB01045,DB01253,1
DB00564,DB00712,1
DB00312,DB00339,1
DB00312,DB00907,1
DB00564,DB00717,1
DB00252,DB06595,1
DB00599,DB04743,1
DB00252,DB01708,1
DB00252,DB09078,1
DB00252,DB00731,1
DB00312,DB00904,1
DB01045,DB01076,1
DB00136,DB00564,1
DB01045,DB01074,1
DB00312,DB00908,1
DB00312,DB00909,1
DB00252,DB00988,1
DB00418,DB01628,1
DB00252,DB00808,1
DB00615,DB01114,1
DB00418,DB00482,1
DB00252,DB00802,1
DB00312,DB00586,1
DB00418,DB00712,1
DB01045,DB05351,1
DB00312,DB00588,1
DB00794,DB01136,1
DB00564,DB00829,1
DB00615,DB00745,1
DB00246,DB01174,1
DB00564,DB01197,1
DB00568,DB00849,1
DB00794,DB01132,1
DB00224,DB00564,1
DB00312,DB00835,1
DB01045,DB01105,1
DB00227,DB00564,1
DB00794,DB09166,1
DB00222,DB00564,1
DB01045,DB01100,1
DB00252,DB00945,1
DB00794,DB01175,1
DB00794,DB01177,1
DB00091,DB00849,1
DB00252,DB00748,1
DB00266,DB00794,1
DB00794,DB00889,1
DB00564,DB01283,1
DB00252,DB01136,1
DB00401,DB01174,1
DB00402,DB01174,1
DB00404,DB01174,1
DB00794,DB00884,1
DB00180,DB01045,1
DB00184,DB01045,1
DB00185,DB01045,1
DB00338,DB01174,1
DB00564,DB01065,1
DB00564,DB01067,1
DB00332,DB01174,1
DB00252,DB01132,1
DB00620,DB01174,1
DB00624,DB01174,1
DB00628,DB01174,1
DB00252,DB00490,1
DB00418,DB01009,1
DB00615,DB01242,1
DB00615,DB06216,1
DB00316,DB00794,1
DB00564,DB00845,1
DB00615,DB01248,1
DB00318,DB00794,1
DB00252,DB00706,1
DB00794,DB01067,1
DB00312,DB08827,1
DB00564,DB01076,1
DB00312,DB01558,1
DB00312,DB08828,1
DB01110,DB01174,1
DB01115,DB01174,1
DB01114,DB01174,1
DB00755,DB01174,1
DB00751,DB01174,1
DB00753,DB01174,1
DB00204,DB00615,1
DB00201,DB00615,1
DB00794,DB01131,1
DB00203,DB00615,1
DB00564,DB00724,1
DB00227,DB00794,1
DB01174,DB01595,1
DB00615,DB01621,1
DB01174,DB01591,1
DB00458,DB01045,1
DB00615,DB01628,1
DB00455,DB01045,1
DB00312,DB01427,1
DB01174,DB09166,1
DB01174,DB09167,1
DB00234,DB00252,1
DB00794,DB01118,1
DB00252,DB05039,1
DB00312,DB00865,1
DB00768,DB00794,1
DB00321,DB01355,1
DB00564,DB01029,1
DB00988,DB01045,1
DB00312,DB01393,1
DB00239,DB01045,1
DB00312,DB01394,1
DB00980,DB01045,1
DB00231,DB01045,1
DB01045,DB06772,1
DB00234,DB01045,1
DB00252,DB01050,1
DB00312,DB01179,1
DB00312,DB01175,1
DB01174,DB03756,1
DB01174,DB01248,1
DB00794,DB01100,1
DB00379,DB00615,1
DB00458,DB00564,1
DB00661,DB01174,1
DB00091,DB00794,1
DB00412,DB00673,1
DB00252,DB01149,1
DB00279,DB01223,1
DB00575,DB00615,1
DB00312,DB01085,1
DB00794,DB01544,1
DB00571,DB00615,1
DB00570,DB00615,1
DB00216,DB00794,1
DB00794,DB04930,1
DB00615,DB00972,1
DB00215,DB00794,1
DB00615,DB00977,1
DB00980,DB01174,1
DB00983,DB01174,1
DB00418,DB00661,1
DB00988,DB01174,1
DB00390,DB01045,1
DB00312,DB00541,1
DB00252,DB00678,1
DB00549,DB00794,1
DB00543,DB00794,1
DB00540,DB00794,1
DB00541,DB00794,1
DB00546,DB00794,1
DB00544,DB00794,1
DB00788,DB00794,1
DB00615,DB00624,1
DB00784,DB00794,1
DB00564,DB00738,1
DB00783,DB00794,1
DB00794,DB06403,1
DB01045,DB06268,1
DB01045,DB01068,1
DB01045,DB09166,1
DB00615,DB01200,1
DB01142,DB01154,1
DB00615,DB00808,1
DB00418,DB01240,1
DB00564,DB00927,1
DB00252,DB00745,1
DB00564,DB00925,1
DB00252,DB00744,1
DB00433,DB00794,1
DB00401,DB01045,1
DB00312,DB00333,1
DB00312,DB00620,1
DB01174,DB06777,1
DB00312,DB06712,1
DB01174,DB06772,1
DB00312,DB00628,1
DB00312,DB00338,1
DB00615,DB13179,1
DB01174,DB01392,1
DB00615,DB01184,1
DB00418,DB00655,1
DB00794,DB06268,1
DB00794,DB12267,1
DB00615,DB00620,1
DB01045,DB01248,1
DB00252,DB08922,1
DB00564,DB00726,1
DB00969,DB01174,1
DB01045,DB01240,1
DB01045,DB01241,1
DB01045,DB01242,1
DB00559,DB01098,1
DB00312,DB00759,1
DB00312,DB00758,1
DB00312,DB00938,1
DB00248,DB00312,1
DB00252,DB03756,1
DB00246,DB00312,1
DB00455,DB00564,1
DB00454,DB00564,1
DB00243,DB00312,1
DB00312,DB01215,1
DB01045,DB01062,1
DB01045,DB01065,1
DB01045,DB01069,1
DB00252,DB01129,1
DB00794,DB01393,1
DB00252,DB00849,1
DB00270,DB01045,1
DB00252,DB00835,1
DB00252,DB00836,1
DB00755,DB01045,1
DB00231,DB00418,1
DB00564,DB00850,1
DB00418,DB00726,1
DB00564,DB00589,1
DB00564,DB00588,1
DB00418,DB00908,1
DB00503,DB01174,1
DB00252,DB00688,1
DB00615,DB01431,1
DB00794,DB00943,1
DB01045,DB01114,1
DB01045,DB01115,1
DB00213,DB00564,1
DB01045,DB01110,1
DB00615,DB09389,1
DB00216,DB00564,1
DB00481,DB00794,1
DB01015,DB01174,1
DB01174,DB01544,1
DB00312,DB01151,1
DB00252,DB01124,1
DB00433,DB01174,1
DB00564,DB13179,1
DB00344,DB00418,1
DB00343,DB00418,1
DB00794,DB00897,1
DB01174,DB01215,1
DB00346,DB01174,1
DB00344,DB01174,1
DB00794,DB01200,1
DB00502,DB01174,1
DB00564,DB01544,1
DB00185,DB01174,1
DB00184,DB01174,1
DB00252,DB00482,1
DB00180,DB01174,1
DB00312,DB00918,1
DB00307,DB00794,1
DB00252,DB00712,1
DB00252,DB00717,1
DB00266,DB00599,1
DB00564,DB01186,1
DB00564,DB00794,1
DB00564,DB01184,1
DB00734,DB01045,1
DB00794,DB01103,1
DB00136,DB00252,1
DB01104,DB01174,1
DB01105,DB01174,1
DB01103,DB01174,1
DB01100,DB01174,1
DB00738,DB01045,1
DB00768,DB01174,1
DB00586,DB00615,1
DB00312,DB01110,1
DB00588,DB00615,1
DB00589,DB00615,1
DB00615,DB00744,1
DB00216,DB00615,1
DB00564,DB05351,1
DB00215,DB00615,1
DB00234,DB00794,1
DB00295,DB01174,1
DB00294,DB01174,1
DB00297,DB01174,1
DB00794,DB00945,1
DB00794,DB01149,1
DB00316,DB00599,1
DB00420,DB01045,1
DB00426,DB01045,1
DB00615,DB01183,1
DB00312,DB08907,1
DB00555,DB01045,1
DB00554,DB01045,1
DB00889,DB01045,1
DB01174,DB09396,1
DB00312,DB00468,1
DB00222,DB00252,1
DB00615,DB01067,1
DB00316,DB01355,1
DB00153,DB00794,1
DB00312,DB00472,1
DB00252,DB01283,1
DB00564,DB01296,1
DB00230,DB00607,1
DB00252,DB00295,1
DB00794,DB01142,1
DB00312,DB01184,1
DB00312,DB01183,1
DB00418,DB08922,1
DB00564,DB00759,1
DB01154,DB01220,1
DB00252,DB01261,1
DB00607,DB00783,1
DB00615,DB01708,1
DB00367,DB00615,1
DB00794,DB01171,1
DB00655,DB01045,1
DB01045,DB05381,1
DB00252,DB01192,1
DB00252,DB01194,1
DB00564,DB00615,1
DB00252,DB01198,1
DB00567,DB00615,1
DB00794,DB01558,1
DB00794,DB01559,1
DB00418,DB08901,1
DB00794,DB06016,1
DB00991,DB01174,1
DB00997,DB01174,1
DB00615,DB00969,1
DB00252,DB00549,1
DB00175,DB00418,1
DB00252,DB01241,1
DB00312,DB09389,1
DB01174,DB06403,1
DB00252,DB01069,1
DB00252,DB01065,1
DB00252,DB01067,1
DB00252,DB01062,1
DB01045,DB01154,1
DB00673,DB01097,1
DB00418,DB00835,1
DB01045,DB09123,1
DB00615,DB00818,1
DB00615,DB00814,1
DB00673,DB00936,1
DB00312,DB01045,1
DB00564,DB00938,1
DB00418,DB00836,1
DB00568,DB01154,1
DB00564,DB00936,1
DB00440,DB00794,1
DB00794,DB00835,1
DB00312,DB00320,1
DB00312,DB00324,1
DB01351,DB06694,1
DB00312,DB00327,1
DB00312,DB01222,1
DB00599,DB06712,1
DB01045,DB01587,1
DB01174,DB01216,1
DB01045,DB01589,1
DB00607,DB04574,1
DB00615,DB01186,1
DB00312,DB01223,1
DB00418,DB01065,1
DB00343,DB01174,1
DB00564,DB00731,1
DB00312,DB00696,1
DB00312,DB00744,1
DB01074,DB01351,1
DB00564,DB00945,1
DB00977,DB01174,1
DB01174,DB01218,1
DB00448,DB00564,1
DB01054,DB01355,1
DB00726,DB01174,1
DB01045,DB01054,1
DB00446,DB00564,1
DB00250,DB00312,1
DB01045,DB01050,1
DB00252,DB00312,1
DB00312,DB00925,1
DB00564,DB06712,1
DB00564,DB01074,1
DB01045,DB01296,1
DB00312,DB01067,1
DB00612,DB01174,1
DB00418,DB01198,1
DB00418,DB01355,1
DB00418,DB00738,1
DB00418,DB01067,1
DB00849,DB06712,1
DB00564,DB00590,1
DB00418,DB00731,1
DB00222,DB00418,1
DB00564,DB00843,1
DB01045,DB01435,1
DB00564,DB00849,1
DB00794,DB00802,1
DB00344,DB01154,1
DB01174,DB04946,1
DB00204,DB00564,1
DB00794,DB01159,1
DB00203,DB00564,1
DB00201,DB00564,1
DB00418,DB06772,1
DB00794,DB00938,1
DB00794,DB01156,1
DB00208,DB00564,1
DB01045,DB01126,1
DB00794,DB01098,1
DB01045,DB04846,1
DB00420,DB01174,1
DB00418,DB00829,1
DB00426,DB01174,1
DB01045,DB01098,1
DB00321,DB00849,1
DB00615,DB01241,1
DB00608,DB01174,1
DB00615,DB08922,1
DB00602,DB01174,1
DB00603,DB01174,1
DB00604,DB01174,1
DB00575,DB01045,1
DB00199,DB01174,1
DB00339,DB00794,1
DB00338,DB00794,1
DB00615,DB01016,1
DB00564,DB01241,1
DB00193,DB01174,1
DB00312,DB00356,1
DB00312,DB00559,1
DB00332,DB00794,1
DB00252,DB00726,1
DB00571,DB01045,1
DB00252,DB00624,1
DB00418,DB01177,1
DB00514,DB01174,1
DB00091,DB00599,1
DB00724,DB01045,1
DB00726,DB01045,1
DB00091,DB01045,1
DB01171,DB01174,1
DB00540,DB01355,1
DB01174,DB01175,1
DB00543,DB01355,1
DB00772,DB01174,1
DB00615,DB01136,1
DB00778,DB01174,1
DB00208,DB00794,1
DB00285,DB01174,1
DB00281,DB01174,1
DB00201,DB00794,1
DB00615,DB01351,1
DB00203,DB00794,1
DB00204,DB00794,1
DB00312,DB04846,1
DB00615,DB01198,1
DB00321,DB00599,1
DB00433,DB01045,1
DB00615,DB01196,1
DB00252,DB01200,1
DB00540,DB01045,1
DB00541,DB01045,1
DB01174,DB01393,1
DB00546,DB01045,1
DB00549,DB01045,1
DB00213,DB00252,1
DB00215,DB00252,1
DB00216,DB00252,1
DB01174,DB01559,1
DB01006,DB01174,1
DB00418,DB00678,1
DB01002,DB01174,1
DB00481,DB00615,1
DB00818,DB01174,1
DB00564,DB08828,1
DB00794,DB08439,1
DB00175,DB00615,1
DB00564,DB01183,1
DB00673,DB00788,1
DB00312,DB01132,1
DB00252,DB00455,1
DB00312,DB01194,1
DB00320,DB01045,1
DB00312,DB01196,1
DB00490,DB00564,1
DB00252,DB01274,1
DB00312,DB01131,1
DB00312,DB01198,1
DB00555,DB00607,1
DB00564,DB01072,1
DB00312,DB01355,1
DB00285,DB00312,1
DB00312,DB01036,1
DB00945,DB01045,1
DB00312,DB06403,1
DB00943,DB01045,1
DB00396,DB00615,1
DB00731,DB01045,1
DB00390,DB00615,1
DB00252,DB01186,1
DB00849,DB09167,1
DB00252,DB01184,1
DB01062,DB01174,1
DB00252,DB01183,1
DB00564,DB00708,1
DB00898,DB01045,1
DB00897,DB01045,1
DB00418,DB01156,1
DB00312,DB00451,1
DB00252,DB00696,1
DB01045,DB01229,1
DB01242,DB01351,1
DB01244,DB01351,1
DB01154,DB06694,1
DB00615,DB00755,1
DB00794,DB01392,1
DB00312,DB12332,1
DB01045,DB01223,1
DB00418,DB04841,1
DB00726,DB01154,1
DB01045,DB01221,1
DB00328,DB00673,1
DB00252,DB01075,1
DB00607,DB01196,1
DB00564,DB01009,1
DB00615,DB00843,1
DB00615,DB00829,1
DB00794,DB01087,1
DB00615,DB00822,1
DB00136,DB00312,1
DB01174,DB01431,1
DB00418,DB00814,1
DB00564,DB00909,1
DB00564,DB00908,1
DB00252,DB06268,1
DB00208,DB00312,1
DB00451,DB00794,1
DB00564,DB06203,1
DB00455,DB00794,1
DB00458,DB00794,1
DB00312,DB00332,1
DB00418,DB00796,1
DB00213,DB00615,1
DB00794,DB01229,1
DB00564,DB00694,1
DB00312,DB00802,1
DB00312,DB00481,1
DB00607,DB09238,1
DB00312,DB00482,1
DB01045,DB01591,1
DB00794,DB01274,1
DB00312,DB00502,1
DB00312,DB00503,1
DB00794,DB06203,1
DB00564,DB01075,1
DB01045,DB01261,1
DB00943,DB01174,1
DB00945,DB01174,1
DB00794,DB00877,1
DB00471,DB00564,1
DB00615,DB00748,1
DB01041,DB01045,1
DB00475,DB00564,1
DB00477,DB00564,1
DB00266,DB00312,1
DB00418,DB01184,1
DB01045,DB01283,1
DB00418,DB00749,1
DB00418,DB00748,1
DB00564,DB06736,1
DB00564,DB00877,1
DB00216,DB00418,1
DB00564,DB06738,1
DB00794,DB01595,1
DB00615,DB01595,1
DB00277,DB01583,1
DB00312,DB00643,1
DB00312,DB00641,1
DB00312,DB00316,1
DB00312,DB00647,1
DB01174,DB01587,1
DB00564,DB01142,1
DB00312,DB00783,1
DB00745,DB01045,1
DB01045,DB01136,1
DB00312,DB00862,1
DB00599,DB01427,1
DB00270,DB00564,1
DB00794,DB00925,1
DB00312,DB00864,1
DB00312,DB00869,1
DB00748,DB01045,1
DB01045,DB01138,1
DB00615,DB09123,1
DB01174,DB08922,1
DB00252,DB00818,1
DB00682,DB01351,1
DB00312,DB08906,1
DB00363,DB00418,1
DB00367,DB01174,1
DB00564,DB01097,1
DB00564,DB01098,1
DB00328,DB00794,1
DB00564,DB01253,1
DB00307,DB00564,1
DB00320,DB00794,1
DB00321,DB00794,1
DB00327,DB00794,1
DB00252,DB00734,1
DB00615,DB09262,1
DB00224,DB00252,1
DB01174,DB04846,1
DB00568,DB01174,1
DB01174,DB04841,1
DB00252,DB00496,1
DB00418,DB06694,1
DB00567,DB01174,1
DB00564,DB01174,1
DB00712,DB01045,1
DB00717,DB01045,1
DB00701,DB01174,1
DB00700,DB01174,1
DB00706,DB01174,1
DB00615,DB08907,1
DB00564,DB00916,1
DB00708,DB01174,1
DB00252,DB00590,1
DB00252,DB06216,1
DB00395,DB01045,1
DB00396,DB01045,1
DB00213,DB00794,1
DB00312,DB09238,1
DB00673,DB04841,1
DB00312,DB08922,1
DB00404,DB01045,1
DB00153,DB01045,1
DB00402,DB01045,1
DB00794,DB06694,1
DB00252,DB00570,1
DB00794,DB00870,1
DB00204,DB00252,1
DB00203,DB00252,1
DB00379,DB01045,1
DB00201,DB00252,1
DB00373,DB01045,1
DB00371,DB01045,1
DB00370,DB01045,1
DB00499,DB00615,1
DB01016,DB01174,1
DB00564,DB01131,1
DB00615,DB04946,1
DB00564,DB09078,1
DB00136,DB00794,1
DB00496,DB00615,1
DB00497,DB00615,1
DB00564,DB01068,1
DB00222,DB00673,1
DB00381,DB01174,1
DB00564,DB05265,1
DB00252,DB01248,1
DB00252,DB01240,1
DB00252,DB01242,1
DB00568,DB00607,1
DB00615,DB01006,1
DB00564,DB01200,1
DB00794,DB06207,1
DB00252,DB00814,1
DB00683,DB00794,1
DB00682,DB00794,1
DB00972,DB01045,1
DB00688,DB00794,1
DB00977,DB01045,1
DB00418,DB00472,1
DB00381,DB00615,1
DB00546,DB00615,1
DB00540,DB00615,1
DB00541,DB00615,1
DB00615,DB01015,1
DB00570,DB01045,1
DB00549,DB00615,1
DB00599,DB00884,1
DB00615,DB00949,1
DB00239,DB00564,1
DB00615,DB00943,1
DB00312,DB00499,1
DB00312,DB01039,1
DB00312,DB01037,1
DB00418,DB01435,1
DB00673,DB01065,1
DB00794,DB01179,1
DB00794,DB08910,1
DB00312,DB00822,1
DB00252,DB01087,1
DB00252,DB01085,1
DB00794,DB01628,1
DB00277,DB00279,1
DB01355,DB06694,1
